User,Title,Status,URL,Jurisdiction,Jurisdiction ID,Jurisdiction Level,Jurisdiction State,Agency,Agency ID,Followup Date,Estimated Completion Date,Requested Documents,Tracking Number,Embargo,Days since submitted,Days since updated,Projects,Tags,Price,Date Submitted,Date Due,Date Done,Slug
EmmaBest,Dmitri Polyakov,Payment Required,https://www.muckrock.com/foi/united-states-of-america-10/dmitri-polyakov-24537/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,2016-05-14,,"Records relating to Dmitri Polyakov AKA Дмитрий Фёдорович Поляков (July 6 1921 – March 15 1988) who was a Soviet Major General, a high-ranking GRU officer, and a prominent Cold War spy who revealed alleged Soviet secrets to the Central Intelligence Agency. He was known as  BOURBON and ROAM at CIA, and TOPHAT/Top Hat at the FBI. His death has been widely reported. http://content.time.com/time/magazine/article/0,9171,164863,00.html",1347113-000,False,1917,1889,,,625.00,2016-03-17 04:00:00+00:00,2016-04-22,,dmitri-polyakov-24537
RobbyD,FBI: Billie Sol Estes,Payment Required,https://www.muckrock.com/foi/united-states-of-america-10/fbi-billie-sol-estes-5655/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Any documents related to Billie Sol Estes, a public figure whose death was widely reported in the media:

http://www.latimes.com/news/obituaries/la-me-billie-sol-estes-20130516,0,3004371.story",1216833-000,False,2951,2876,,,2150.00,2013-05-18 04:00:00+00:00,,,fbi-billie-sol-estes-5655
sambiddle,FBI Don't Be a Puppet,Payment Required,https://www.muckrock.com/foi/united-states-of-america-10/fbi-dont-be-a-puppet-23847/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"I am seeking all records in possession of the FBI Constituting discussions that took place over the planning and development of the ""Don't Be a Puppet"" website, described in detail here: https://www.fbi.gov/news/stories/2016/february/countering-violent-extremism/countering-violent-extremism

Please limit your search to the period between January 1st, 2015 and today's date, February 8th 2016. Additionally, please include both internal FBI communications and discussions with non-FBI third parties, such as web developers or consultants.",1344736-000,False,1955,1455,,,0.00,2016-02-08 05:00:00+00:00,,2017-02-28 00:00:00+00:00,fbi-dont-be-a-puppet-23847
RobbyD,FBI: Eduard Shevardnadze,Payment Required,https://www.muckrock.com/foi/united-states-of-america-10/fbi-eduard-shevardnadze-12473/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"All records on, about, mentioning, or concerning Eduard Shevardnadze.  Former foreign minister of the Soviet Union and the ex-President of the Republic of Georgia.

Proof of death is not required, as his death was widely reported in the news media:

http://www.nytimes.com/2014/07/08/world/europe/eduard-shevardnadze-soviet-foreign-minister-under-gorbachev-is-dead-at-86.html?_r=0

Per my understanding of the FOIA process, I am also requesting that the search include ""cross referenced"" records, not just main file records.

I am also requesting that an ELSUR (Electronic Surveillance) search for records related to Eduard Shevardnadze.",1278972,False,2536,2477,,,20.00,2014-07-07 04:00:00+00:00,,,fbi-eduard-shevardnadze-12473
morisy,FBI File on Efforts to Overthrow Castro,Payment Required,https://www.muckrock.com/foi/united-states-of-america-10/fbi-file-on-efforts-to-overthrow-castro-453/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,,,False,3759,3754,,,20.00,2011-03-02 05:00:00+00:00,2011-03-30,,fbi-file-on-efforts-to-overthrow-castro-453
morisy,FBI files on  Executive Intelligence Review,Payment Required,https://www.muckrock.com/foi/united-states-of-america-10/fbi-files-on-executive-intelligence-review-8361/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"A copy of the FBI's files on Executive Intelligence Review, a magazine.",1233723-000,False,2796,2303,,,785.00,2013-10-20 04:00:00+00:00,,,fbi-files-on-executive-intelligence-review-8361
morisy,FBI Files on Generals for Peace,Payment Required,https://www.muckrock.com/foi/united-states-of-america-10/fbi-files-on-generals-for-peace-21063/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"A copy of the FBI's files on the group Generals for Peace,  also known as ""Generals for Peace and Disarmament.""

Please search any ""cross-referenced"" records relevant to this individual.

Please also search “ELSUR” (Electronic Surveillance) records.",1335987-000,False,2116,2093,,,0.00,2015-08-31 04:00:00+00:00,,,fbi-files-on-generals-for-peace-21063
EmmaBest,FBI FOIA Logs 1960-1979,Payment Required,https://www.muckrock.com/foi/united-states-of-america-10/fbi-foia-logs-1960-1979-30894/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,Copies of the FBI's FOIA logs for the years 1960 through 1979.,"1363363-000, DOJ-AP-2017-002009",False,1643,1569,,,190.00,2016-12-16 05:00:00+00:00,,,fbi-foia-logs-1960-1979-30894
beryllipton,FBI Idaho Correctional Center investigations,Payment Required,https://www.muckrock.com/foi/united-states-of-america-10/fbi-idaho-correctional-center-investigations-21018/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"All files, reports, investigatory summaries, evaluations, and related materials regarding any Federal Bureau of Investigation inquiries into the Idaho Correctional Center [For reference: http://america.aljazeera.com/articles/2014/3/7/idaho-s-largest-prisonrunbyprivatecorporationisinvestigatedbyfbi.html]",1335920-000,False,2117,2051,,,6550.00,2015-08-30 04:00:00+00:00,,,fbi-idaho-correctional-center-investigations-21018
RobbyD,FBI:  Michael Abeles,Payment Required,https://www.muckrock.com/foi/united-states-of-america-10/fbi-michael-abeles-40281/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Any and all files referencing  Michael Abeles (1951-2016):

http://www.legacy.com/obituaries/seattletimes/obituary.aspx?pid=181186330

Abeles was a member of the Seattle Seven: http://www.seattlestar.net/2014/11/the-seattle-seven/

Please include all potentially responsive materials, including but not limited to all communications, reports, inquiries, investigations, photographs, audio files, video files, memos, directives, etc. Please include all materials found in other subject files and all materials associated with any potentially-related names and any other known aliases, nicknames, code names, or any other identifying pseudonyms or references utilized by this agency. Please consult the Central Records System and records, the Electronic Surveillance (ELSUR) Data Management System and records, Microphone Surveillance (MISUR) records, Physical Surveillance (FISUR) records, Technical Surveillance (TESUR) records, and all available cross-reference indices, databases, and records, in addition to any other locations containing potentially-responsive materials.",1380560-000,False,1427,1204,,,0.00,2017-07-20 04:00:00+00:00,,,fbi-michael-abeles-40281
LizHoward,FBI RACIAL AND ETHNIC MAPPING PROGRAM,Payment Required,https://www.muckrock.com/foi/united-states-of-america-10/fbi-racial-and-ethnic-mapping-program-19443/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"PROVIDE ANY AND ALL DATA COLLECTION SURVEILLANCE RECORDS FOR BALTIMORE COUNTY, BALTIMORE CITY, HOWARD COUNTY, MONTGOMERY COUNTY, P. G. COUNTY, ANNE ARUNDEL COUNTY AND WITHIN THE DISTRICT OF COLUMBIA (WASHINGTON, D. C.).",1332412-000,False,2172,1828,,,330.00,2015-07-06 04:00:00+00:00,,2016-03-09 00:00:00+00:00,fbi-racial-and-ethnic-mapping-program-19443
cjciaramella,FBI records on William Ruckelshaus,Payment Required,https://www.muckrock.com/foi/united-states-of-america-10/fbi-records-on-william-ruckelshaus-83864/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"- All records regarding former Deputy Attorney General William Ruckelshaus (July 24, 1932 – November 27, 2019). For the purposes of this request, please include cross-referenced indices and ELSUR records. Proof of death is not required, as his death has been widely reported: https://www.nytimes.com/2019/11/27/us/politics/william-ruckelshaus-dead.html",1453423-000,False,567,548,,,55.00,2019-11-27 21:07:39.638030+00:00,,,fbi-records-on-william-ruckelshaus-83864
EmmaBest,FBI Security Informant Program,Payment Required,https://www.muckrock.com/foi/united-states-of-america-10/fbi-security-informant-program-23972/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"The ""Paid Confidential Informant List"" (described in a memo by Clyde Tolson for Executive Conference to Director, 11/26/48 memo, HQ 66-2542-3, #432 which is in section 6 of file, page 90.) as well as HQ 66-2542 (also known as the FBI Security Informant Program) and all sub-files. In the event that the file referenced is too large, please provide information about the file and subfiles so that I can limit the scope of my request. ",1345810-000,False,1947,1889,,,22420.00,2016-02-16 05:00:00+00:00,,2016-04-01 00:00:00+00:00,fbi-security-informant-program-23972
EmmaBest,FOIMS development,Payment Required,https://www.muckrock.com/foi/united-states-of-america-10/foims-development-25581/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Records describing the development of the Field Office Information Management System (FOIMS) software, including technical documentation and source code. According the FBI's website, the Richmond field office was the ""pilot office for the development"" of the software. https://www.fbi.gov/richmond/about-us/history-1  According to page 370 of The FBI by Ronald Kessler, it was first tested in Richmond in 1979. https://books.google.com/books?id=I9SN952mxpAC&pg=PA370&lpg=PA370&dq=FOIMS+FBI&source=bl&ots=7c6Ka3Zq3r&sig=0ilWpmwNSh2gYiKb4M63w5JAxSM&hl=en&sa=X&ved=0ahUKEwj9neGft8TMAhXqB8AKHSiID14Q6AEIHTAA#v=onepage&q=FOIMS%20FBI&f=false",1350894,False,1868,1582,Public Domain Programming: the Source Code of the Government,,385.00,2016-05-05 04:00:00+00:00,,,foims-development-25581
EmmaBest,Frank Terpil FBI,Payment Required,https://www.muckrock.com/foi/united-states-of-america-10/frank-terpil-fbi-29788/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Frank E. Terpil (1939 – March 1, 2016) was a CIA agent born in Brooklyn, New York, U.S. in 1939, who was asked to leave the agency for misconduct in 1971. He then allegedly ""went rogue"", supplying things such as poison, weapons or mercenaries to all comers on a commercial, rather than ideological, basis. His death has been widely and extensively reported. https://www.theguardian.com/world/2016/mar/06/cia-rogue-spy-worlds-worst-dictators

Please conduct a search of the Central Records System, including but not limited to the Electronic Surveillance (ELSUR) Indices, the Microphone Surveillance (MISUR) Indices, the Physical Surveillance (FISUR) Indices, and the Technical Surveillance (TESUR) Indices, for both main-file records and cross-reference records for all relevant names and companies, including but not limited to Theodore Shackley, Edwin Wilson, Thomas Clines, PEMEX, EATSCO, International Research and Trade, and A.P.I. Distributors.

I am a member of the news media and request classification as such. I have previously written about the Bureau for AND Magazine, MuckRock and Glomar Disclosure. My articles have been widely read, with some reaching over 100,000 readers. As such, as I have a reasonable expectation of publication and my editorial and writing skills are well established.",1361053-000,False,1686,1402,"Iran-Contra, October Surprise and Reagan's Wrongs","central intelligence agency,cia,iran contra,iran-contra",0.00,2016-11-03 04:00:00+00:00,,,frank-terpil-fbi-29788
EmmaBest,George H. Boldt (Federal Bureau of Investigation),Payment Required,https://www.muckrock.com/foi/united-states-of-america-10/george-h-boldt-federal-bureau-of-investigation-89482/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,Records mentioning or describing George H. Boldt.,"1462249-000, RF-178",False,468,267,,,173.00,2020-03-05 15:10:32.809587+00:00,,,george-h-boldt-federal-bureau-of-investigation-89482
beryllipton,George Wackenhut (FBI),Payment Required,https://www.muckrock.com/foi/united-states-of-america-10/george-wackenhut-fbi-20417/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Any and all materials--including, but not limited to, files, reports, memos, letters, correspondence, court cases, and electronic communications--regarding George Wackenhut, a former F.B.I. employee [http://www.nytimes.com/2005/01/08/business/george-wackenhut-85-dies-founded-elite-security-firm.html?_r=0]",FA-17-0163,False,2136,1640,,"geo group,private prisons,wackenhut,wackenhut employee",55.00,2015-08-11 04:00:00+00:00,,2016-11-04 00:00:00+00:00,george-wackenhut-fbi-20417
EmmaBest,George Wallace,Payment Required,https://www.muckrock.com/foi/united-states-of-america-10/george-wallace-24787/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,2016-05-11,,"George Corley Wallace, Jr. (August 25, 1919 – September 13, 1998) and the assassination attempt on his life.",1347932-000,False,1902,1892,,,490.00,2016-04-01 04:00:00+00:00,2016-05-05,,george-wallace-24787
EmmaBest,GoatSec,Payment Required,https://www.muckrock.com/foi/united-states-of-america-10/goatsec-63885/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,2019-06-23,,"Files mentioning Goatse Security AKA GoatSec, a loose-knit, nine-person grey hat hacker group that specializes in uncovering security flaws. It is a division of the anti-blogging Internet trolling organization known as the Gay Nigger Association of America (GNAA).","1419242-000, DOJ-AP-2019-003955",False,941,754,Hacking History,,475.00,2018-11-18 02:27:53.244386+00:00,2019-02-06,,goatsec-63885
EmmaBest,Google,Payment Required,https://www.muckrock.com/foi/united-states-of-america-10/google-60418/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Files relating to or mentioning Google AKA Google LLC, founded in 1998.",1416799-000,False,1014,743,Hacking History,,610.00,2018-09-06 20:31:55.493995+00:00,,2019-02-28 12:43:27.819518+00:00,google-60418
waqasahmi,Hamaas Abdul Khaalis,Payment Required,https://www.muckrock.com/foi/united-states-of-america-10/hamaas-abdul-khaalis-34748/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"A copy of any files the FBI has on Hamaas Abdul Khaalis,  leader of the ""Hanafi movement,"" who died at the Federal Correctional Complex Prison in Butner, North Carolina, on November 13, 2003.",1370414-000,False,1547,1519,,,0.00,2017-03-22 04:00:00+00:00,,,hamaas-abdul-khaalis-34748
EmmaBest,Illwind,Payment Required,https://www.muckrock.com/foi/united-states-of-america-10/illwind-33323/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Materials relating to the series of related cases which were captioned ""ILLWIND"" or ""Operation Illwind"" as described on the FBI's website at https://www.fbi.gov/history/famous-cases/operation-illwind and https://www.fbi.gov/history/brief-history/crime-and-corruption-across-america and https://www.fbi.gov/history/field-office-histories/washingtondc and https://www.fbi.gov/history/field-office-histories/albuquerque and https://askcalea.fbi.gov/lef/docs/990127-f.pdf and https://vault.fbi.gov/FBI%20History/FBI%20History%20Part%201%20of%208 and https://ucr.fbi.gov/stats-services/publications/fbi-story/fbi-story-2013-4.

Please conduct a search of the Central Records System, including but not limited to the ELSUR Records System, the Microphone Surveillance (MISUR) Indices, the Physical Surveillance (FISUR) Indices, and the Technical Surveillance (TESUR) Indices, for both main-file records and cross-reference records for all relevant names, individuals, agencies and companies. If any potentially responsive records have been destroyed and/or transferred to NARA, then I request copies of the destruction or transfer slips as well as any other documentation relating to, mentioning or describing said transfer or destruction, to include but not be limited to confirmation that the Bureau has no other copies of said records (as the Bureau has posted copies of records that it previously said were transferred to NARA such as the Tokyo Rose file). Please including, but do not limit, your search to files from HQ as well as the WFO and Albuquerque field offices.

I am a member of the news media and request classification as such. I have previously written about the government and its activities for AND Magazine, MuckRock and Glomar Disclosure and have an open arrangement with each. My articles have been widely read, with some reaching over 100,000 readers. As such, as I have a reasonable expectation of publication and my editorial and writing skills are well established. In addition, I discuss and comment on the files online and make them available through the non-profit Internet Archive, disseminating them to a large audience. While my research is not limited to this, a great deal of it, including this, focuses on the activities and attitudes of the government itself. As such, it is not necessary for me to demonstrate the relevance of this particular subject in advance. Additionally, case law states that “proof of the ability to disseminate the released information to a broad cross-section of the public is not required.” Judicial Watch, Inc. v. Dep’t of Justice, 365 F.3d 1108, 1126 (D.C. Cir. 2004); see Carney v. U.S. Dep’t of Justice, 19 F.3d 807, 814-15 (2d Cir. 1994). Further, courts have held that ""qualified because it also had “firm” plans to “publish a number of . . . ‘document sets’” concerning United States foreign and national security policy."" Under this criteria, as well, I qualify as a member of the news media. Additionally, courts have held that the news media status ""focuses on the nature of the requester, not its request. The provision requires that the request be “made by” a representative of the news media. Id. § 552(a)(4)(A)(ii)(II). A newspaper reporter, for example, is a representative of the news media regardless of how much interest there is in the story for which he or she is requesting information."" As such, the details of the request itself are moot for the purposes of determining the appropriate fee category. As such, my primary purpose is to inform about government activities by reporting on it and making the raw data available and I therefore request that fees be waived. Per DOJ FOIA guidance, ""a requester should be granted a fee waiver if the requested information (1) sheds light on the activities and operations of the government; (2) is likely to contribute significantly to public understanding of those operations and activities; and (3) is not primarily in the commercial interest of the requester."" As this FOIA meets all of those requirements (see above), a fee waiver is warranted.",1368710-000,False,1583,1287,"Iran-Contra, October Surprise and Reagan's Wrongs",,13660.00,2017-02-14 05:00:00+00:00,,,illwind-33323
