User,Title,Status,URL,Jurisdiction,Jurisdiction ID,Jurisdiction Level,Jurisdiction State,Agency,Agency ID,Followup Date,Estimated Completion Date,Requested Documents,Tracking Number,Embargo,Days since submitted,Days since updated,Projects,Tags,Price,Date Submitted,Date Due,Date Done,Slug
EmmaBest,Anderson + Whitten theft of government documents,Fix Required,https://www.muckrock.com/foi/united-states-of-america-10/anderson-whitten-theft-of-government-documents-67005/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Materials relating to, mentioning or generated as a result of the alleged possession and purchase of stolen U.S. Government documents by Les Whitten on behalf of Jack Anderson.",1426367-000,False,892,834,,,0.00,2019-01-06 13:10:49.748049+00:00,,,anderson-whitten-theft-of-government-documents-67005
chelsea_dickens,Andrew Cunanan Case Files and Communications (Federal Bureau of Investigation),Fix Required,https://www.muckrock.com/foi/united-states-of-america-10/andrew-cunanan-case-files-and-communications-federal-bureau-of-investigation-68239/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"All communications (phone transcripts, letters, FBI Most Wanted posters) and case files regarding serial spree killer Andrew Phillip Cunanan along with any documents and communications under his aliases Andrew DeSilva, Lt. Cmdr. Andy Cummings, Drew Cunningham, and Curt Matthew Demaris.",1428483-000,False,869,19,,,0.00,2019-01-29 17:14:34.923722+00:00,,2021-04-23 18:00:34.580727+00:00,andrew-cunanan-case-files-and-communications-federal-bureau-of-investigation-68239
94383620Anonymous,Anomaly Six (Federal Bureau of Investigation),Fix Required,https://www.muckrock.com/foi/united-states-of-america-10/anomaly-six-federal-bureau-of-investigation-100695/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"To Whom It May Concern:

Pursuant to the { law name } and any applicable local public records/sunshine law, I hereby request the following records:

1. any contracts, RFPs, or RFQs where any party is Anomaly Six (aka Anomaly Six LLC)

2. any manuals, guides, or white papers written by Anomaly Six

3. any marketing materials from Anomaly Six

4. any emails from agency employees to Anomaly Six (@anomalysix.com) or vice-versa

The requested documents will be made available to the general public on MuckRock.com, and this request is not being made for commercial purposes.

In the event that there are fees, please first inform me of the fees prior to performing paid services.
I would prefer the request filled electronically, by e-mail attachment if available or CD-ROM if not.

Thank you in advance for your anticipated cooperation in this matter.

I look forward to receiving your response to this request within { days }.

Please provide exact copies of all responsive records, preserving all electronic metadata and headers.

NOTE: Please be certain you have properly redacted all of your responses. Once you send them to us, there is no going back. The email address sending this request is a publicly- viewable mailbox. All of your responses (including all responsive records) may be instantly and automatically available to the public online via the MuckRock.com FOIA service used to issue this request (though the requester is an anonymous user, not a representative of MuckRock). Nothing herein is legal, IT, or professional advice of any kind. The author disclaims all warranties, express or implied, including but not limited to all warranties of merchantability or fitness. In no event shall the author be liable for any special, direct, indirect, consequential, or any other damages whatsoever. The digital signature, if any, in this email is not an indication of a binding agreement or offer; it merely authenticates the sender. Please do not include any confidential information, as I intend that these communications with the Government all be public records.

Sincerely,

{ name }",,False,311,272,,revive,0.00,2020-08-09 02:00:55.262040+00:00,,,anomaly-six-federal-bureau-of-investigation-100695
foiathedead,"Anthony Bourdain, FBI file",Fix Required,https://www.muckrock.com/foi/united-states-of-america-10/anthony-bourdain-fbi-file-55887/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"A copy of all documents or FBI files pertaining to Anthony Bourdain, an obituary of whom was published in The New York Times on June 8, 2018 under the headline ""Anthony Bourdain, Renegade Chef Who Reported From the World’s Tables, Is Dead at 61"". Please see attached PDF copy of that obituary, which may also be found at https://www.nytimes.com/2018/06/08/business/media/anthony-bourdain-dead.html.",1382828-000,False,1104,824,,,0.00,2018-06-08 19:28:59.731517+00:00,,2019-02-13 04:56:00+00:00,anthony-bourdain-fbi-file-55887
pointofthespear,Any FBI Investigation into Baltimore MD. DOJ Conspiring with MD State Prosecutors  to Perpetrate Fraud on the Federal Bankruptcy Courts  1992 - 2017,Fix Required,https://www.muckrock.com/foi/united-states-of-america-10/any-fbi-investigation-into-baltimore-md-doj-conspiring-with-md-state-prosecutors-to-perpetrate-fraud-on-the-federal-bankruptcy-courts-1992-2017-94399/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"To Whom It May Concern:

Pursuant to the { law name }, I hereby request the following records:

Any and all documents pertaining to directly and/or  indirectly into any  FBI Investigation into Baltimore MD. DOJ Conspiring with MD State Prosecutors  to Perpetrate Fraud on the Federal Bankruptcy Courts  1992 - 2017 (from Maryland U.S. Attorney, Lynne Battaglia to Rod Rosenstein)

The requested documents will be made available to the general public, and this request is being made for commercial purposes.

In the event that there are fees, I would be grateful if you would inform me of the total charges in advance of fulfilling my request. I would prefer the request filled electronically, by e-mail attachment if available or CD-ROM if not.

Thank you in advance for your anticipated cooperation in this matter.

I look forward to receiving your response to this request within { days }.

Sincerely,

{ name }",,False,377,337,,"charles richard longo,dale kelberman,dave midura,david h. hardy,doj corruption,douglas gansler,fbi corruption,gilbert sapperstein,hector pasquera,joseph curran jr.,kit wilcox,lynne battaglia,marina murphy,mark cary sapperstein,national training systems,reid robertson,rod rosenstein,shippers choice inc.,shippers choice of virginia,william f. howard",0.00,2020-06-04 15:55:32.144426+00:00,,,any-fbi-investigation-into-baltimore-md-doj-conspiring-with-md-state-prosecutors-to-perpetrate-fraud-on-the-federal-bankruptcy-courts-1992-2017-94399
EmmaBest,Atomwaffen,Fix Required,https://www.muckrock.com/foi/united-states-of-america-10/atomwaffen-50264/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Records relating to or mentioning Atomwaffen, AKA The Atomwaffen Division, a neo-Nazi terrorist organization based in the United States.","1401654-000, A-2020-00201",False,1198,414,Haters: Documenting Extremist and Hate Groups,,0.00,2018-03-06 05:00:00+00:00,,2020-01-28 18:43:17.230985+00:00,atomwaffen-50264
EmmaBest,Aviation Policy Guide,Fix Required,https://www.muckrock.com/foi/united-states-of-america-10/aviation-policy-guide-60323/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"A copy of the Aviation Policy Guide, described in the attached document.",1416917-000,False,1014,874,,,0.00,2018-09-06 06:00:32.038505+00:00,,,aviation-policy-guide-60323
foiathedead,"Barry Mills, FBI file",Fix Required,https://www.muckrock.com/foi/united-states-of-america-10/barry-mills-fbi-file-58620/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"A copy of all documents or FBI files pertaining to Barry Mills, an obituary of whom was published in The New York Times on July 20, 2018 under the headline ""Barry Mills, Brutal Leader of Racist Prison Gang, Dies at 70"". Please see attached PDF copy of that obituary, which may also be found at https://www.nytimes.com/2018/07/20/obituaries/barry-mills-brutal-leader-of-racist-prison-gang-dies-at-70.html.",1411971-000,False,1059,923,,,0.00,2018-07-23 22:40:15.554570+00:00,,,barry-mills-fbi-file-58620
Claudia,Ben Burns (Federal Bureau of Investigation),Fix Required,https://www.muckrock.com/foi/united-states-of-america-10/ben-burns-federal-bureau-of-investigation-107463/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"The FBI files and any public and/or is declassified files on Ben Burn (born Benjamin Bernstein), the  American pioneering editor of black publications (including the Chicago Daily Defender, Ebony, Jet and Negro Digest) and a public relations executive in Chicago. Deceased 2000. 

In addition to the public files on Mr. Burns, I am also interested photos, correspondence, surveillance, audio recordings, video, meeting notes, etc,. related to him. 

Date range of request: 1945 - 1975.

Requesting information on behalf of One Story Up Productions LLC, with the intention of using the files as research for a documentary film.

Burn's Obituary:  https://www.chicagotribune.com/news/ct-xpm-2000-02-02-0002020243-story.html
See page 11 for full obituary",1488513-000,False,139,54,,,0.00,2021-01-28 21:12:57.952863+00:00,,2021-02-23 11:25:27.833067+00:00,ben-burns-federal-bureau-of-investigation-107463
vale,Benjamin Spock,Fix Required,https://www.muckrock.com/foi/united-states-of-america-10/benjamin-spock-70339/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Records relating to or mentioning Benjamin McLane Spock (May 2, 1903 - March 15, 1998), prominent antiwar activist and pediatrician. Proof of death is not required as his date of birth was over 100 years ago and his death was widely reported: https://archive.nytimes.com/www.nytimes.com/learning/general/onthisday/bday/0502.html

Please conduct a search of the Central Records System, including but not limited to the Electronic Surveillance (ELSUR) Indices, the Microphone Surveillance (MISUR) Indices, the Physical Surveillance (FISUR) Indices, and the Technical Surveillance (TESUR) Indices, for both main-file records and cross-reference records for all relevant names, individuals, agencies and companies at FBI Headquarters. Please also conduct a search for records at the Alexandria Records Center. If any potentially responsive records have been destroyed and/or transferred to NARA, then I request copies of the destruction or transfer slips as well as any other documentation relating to, mentioning or describing said transfer or destruction, to include but not be limited to confirmation that the Bureau has no other copies of said records. If previously released records are available, then I request a rolling release consisting of those records while additional records are located and processed for release.",1431197-000,False,831,679,,,0.00,2019-03-08 15:33:35.193434+00:00,,,benjamin-spock-70339
beryllipton,Bernard Redmont (FBI),Fix Required,https://www.muckrock.com/foi/united-states-of-america-10/bernard-redmont-fbi-32752/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Absolutely any and all files and materials regarding or referencing the journalist Bernard Redmont, whose death was widely reported by the mainstream media. [For reference: https://www.nytimes.com/2017/01/31/business/media/bernard-redmont-dies-at-98-told-world-of-north-vietnams-call-for-peace.html?module=WatchingPortal&region=c-column-middle-span-region&pgType=Homepage&action=click&mediaId=thumb_square&state=standard&contentPlacement=5&version=internal&contentCollection=www.nytimes.com&contentId=http%3A%2F%2Fwww.nytimes.com%2F2017%2F01%2F31%2Fbusiness%2Fmedia%2Fbernard-redmont-dies-at-98-told-world-of-north-vietnams-call-for-peace.html&eventName=Watching-article-click&_r=0]

Please include all potentially responsive materials, including but not limited to all communications, reports, inquiries, investigations, photographs, audio files, video files, memos, directives, etc. Please include all materials found in other subject files and all materials associated with any potentially-related names and any other known aliases, nicknames, code names, or any other identifying pseudonyms or references utilized by this agency. Please consult the Central Records System and records, the Electronic Surveillance (ELSUR) Data Management System and records, Microphone Surveillance (MISUR) records, Physical Surveillance (FISUR) records, Technical Surveillance (TESUR) records, and all available cross-reference indices, databases, and records, in addition to any other locations containing potentially-responsive materials.",1367047-000,False,1596,229,,,0.00,2017-02-01 05:00:00+00:00,,2017-12-28 00:00:00+00:00,bernard-redmont-fbi-32752
EmmaBest,Bernice Sandler,Fix Required,https://www.muckrock.com/foi/united-states-of-america-10/bernice-sandler-67129/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,Files mentinoing Bernice Sandler.,1426347-000,False,889,861,,,0.00,2019-01-09 15:02:56.145885+00:00,,,bernice-sandler-67129
EmmaBest,Bill Bartholomay,Fix Required,https://www.muckrock.com/foi/united-states-of-america-10/bill-bartholomay-91102/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Records mentioning or describing William C. ""Bill"" Bartholomay (August 11, 1928 – March 25, 2020), who was a Chicago executive who made his living in the insurance industry. In November 1962 at age 34, he was the leader of a consortium who bought the Milwaukee Braves, a National League baseball franchise.",,False,446,336,,,0.00,2020-03-27 12:55:53.391483+00:00,,,bill-bartholomay-91102
EmmaBest,Billy Gabor,Fix Required,https://www.muckrock.com/foi/united-states-of-america-10/billy-gabor-74858/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Records mentioning or describing William A. Gabor AKA Billy Gabor (May 13, 1922 – June 4, 2019).",1439111-000,False,742,652,,,0.00,2019-06-04 23:22:57.538995+00:00,,,billy-gabor-74858
foiathedead,"Billy Graham, FBI file",Fix Required,https://www.muckrock.com/foi/united-states-of-america-10/billy-graham-fbi-file-49419/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"A copy of all documents or FBI files pertaining to Billy Graham, an obituary of whom was published in The New York Times on February 21, 2018 under the headline ""Billy Graham, 99, Dies; Pastor Filled Stadiums and Counseled Presidents"". Please see attached PDF copy of that obituary, which may also be found at https://www.nytimes.com/2018/02/21/obituaries/billy-graham-dead.html.",1397035-000,False,1210,793,,,0.00,2018-02-22 05:00:00+00:00,,2018-12-26 12:48:10.077187+00:00,billy-graham-fbi-file-49419
wmf6267,Bounce the payroll,Fix Required,https://www.muckrock.com/foi/united-states-of-america-10/bounce-the-payroll-73563/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Please produce the aggregate number of payroll transmissions of payments into the Rhode Island Short Term Disability fund (SDI) for the following months: 

November 2018
December 2018
January 2019
February 2019
March 2019
April 2019
May 2019

Sent on behalf of the Rhode Island Federal Bureau of Investigation offices.",NFP-107896,False,761,742,,,0.00,2019-05-17 15:16:26.100539+00:00,,2019-05-28 20:21:20.828041+00:00,bounce-the-payroll-73563
foiathedead,"Brenda Lewis, FBI file",Fix Required,https://www.muckrock.com/foi/united-states-of-america-10/brenda-lewis-fbi-file-43071/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"A copy of all documents or FBI files pertaining to Brenda Lewis, an obituary of whom was published in The New York Times on September 16, 2017 under the headline ""Brenda Lewis, Versatile American Soprano, Is Dead at 96"". Please see attached PDF copy of that obituary, which may also be found at https://www.nytimes.com/2017/09/16/arts/music/brenda-lewis-dead-opera-soprano.html.",1385294-000,False,1366,1328,,,0.00,2017-09-19 04:00:00+00:00,,,brenda-lewis-fbi-file-43071
EmmaBest,Bureau-Capitol Police,Fix Required,https://www.muckrock.com/foi/united-states-of-america-10/bureau-capitol-police-46821/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Materials mentioning or relating to the Capitol Police, including any and all Bureau liaisons with or joint actions with the Capitol Police, as well as any communications with Members of Congress regarding the Capitol Police. See attached for fee category and search parameter information. In addition the index searches specific in the attachment, please consult with the appropriate liaison offices for Congressional matters and cooperation with other law enforcement agencies.",,False,1279,64,,,0.00,2017-12-15 05:00:00+00:00,,,bureau-capitol-police-46821
vale,Carl Channell,Fix Required,https://www.muckrock.com/foi/united-states-of-america-10/carl-channell-72786/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Records relating to, mentioning, or generated as a result of investigation of Carl Russell Channell, aka Spitz Channell (1946 - March 15, 1990). Proof of death is not required as his death was widely reported: https://www.nytimes.com/1990/05/09/obituaries/carl-channell-44-fund-raiser-for-conservatives-dies-of-injuries.html

Please conduct a search of the Central Records System, including but not limited to the Electronic Surveillance (ELSUR) Indices, the Microphone Surveillance (MISUR) Indices, the Physical Surveillance (FISUR) Indices, and the Technical Surveillance (TESUR) Indices, for both main-file records and cross-reference records for all relevant names, individuals, agencies and companies. If any potentially responsive records have been destroyed and/or transferred to NARA, then I request copies of the destruction or transfer slips as well as any other documentation relating to, mentioning or describing said transfer or destruction, to include but not be limited to confirmation that the Bureau has no other copies of said records. If previously released records are available, then I request a rolling release consisting of those records while additional records are located and processed for release.",1435997-000,False,774,671,,,0.00,2019-05-04 20:24:48.085496+00:00,,2019-08-15 13:31:49.875348+00:00,carl-channell-72786
foiathedead,"Carlos Sánchez, FBI file",Fix Required,https://www.muckrock.com/foi/united-states-of-america-10/carlos-sanchez-fbi-file-67295/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"A copy of all documents or FBI files pertaining to Carlos Sánchez, an obituary of whom was published in The New York Times on January 9, 2019 under the headline ""Carlos Sánchez, 83, Dies; Embodied Colombian Coffee as Juan Valdez"". Please see attached PDF copy of that obituary, which may also be found at https://www.nytimes.com/2019/01/09/obituaries/carlos-sanchez-dead.html.",1426654-000,False,887,783,,,0.00,2019-01-11 18:57:12.425476+00:00,,,carlos-sanchez-fbi-file-67295
EmmaBest,Caspar Weinberger,Fix Required,https://www.muckrock.com/foi/united-states-of-america-10/caspar-weinberger-23138/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Records relating to Caspar Weinberger (August 18, 1917 – March 28, 2006), who was former Secretary of Defense and Director of the Office of Management and Budget and indicted in the Iran-Contra affair. His death in 2006 has been widely reported, including by the federal government. http://web.archive.org/web/20060926124833/http://www.defense.gov/news/Mar2006/20060328_4637.htmlFed","1342621-001, DOJ-AP-2019-005952",False,1993,687,,,160.00,2016-01-01 05:00:00+00:00,,2019-06-25 04:56:00+00:00,caspar-weinberger-23138
EmmaBest,Charles Evers,Fix Required,https://www.muckrock.com/foi/united-states-of-america-10/charles-evers-99151/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Records mentioning or describing Charles Evers, whose death has been widely reported in the New York Times. See Charles Evers, Businessman and Civil Rights Leader, Dies at 97 https://www.nytimes.com/2020/07/22/us/charles-evers-dead.html",1472073-000,False,324,30,,,0.00,2020-07-27 18:29:25.751323+00:00,,,charles-evers-99151
EmmaBest,Charles Friedgood,Fix Required,https://www.muckrock.com/foi/united-states-of-america-10/charles-friedgood-88964/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Files, memos, emails and other records mentioning or describing the convicted killer Charles Friedgood.",,False,472,71,,,0.00,2020-03-01 14:03:16.056817+00:00,,,charles-friedgood-88964
JPatBrown,Charlie Chaplin,Fix Required,https://www.muckrock.com/foi/united-states-of-america-10/charlie-chaplin-63465/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,All Files on Charlie Chaplin,1421940-000,False,952,133,,,0.00,2018-11-07 15:40:33.269890+00:00,,,charlie-chaplin-63465
