User,Title,Status,URL,Jurisdiction,Jurisdiction ID,Jurisdiction Level,Jurisdiction State,Agency,Agency ID,Followup Date,Estimated Completion Date,Requested Documents,Tracking Number,Embargo,Days since submitted,Days since updated,Projects,Tags,Price,Date Submitted,Date Due,Date Done,Slug
EmmaBest,Eldridge Cleaver,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/eldridge-cleaver-60621/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Records relating to or mentioning Leroy Eldridge Cleaver (August 31, 1935 – May 1, 1998), an American writer and political activist who became an early leader of the Black Panther Party. Please include, but do not limit the search to, records from the CACTUS channel. The Bureau has previously acknowledged maintaining files discussing the subject (see attached for an example).",,FALSE,1009,70,,,0.00,2018-09-11 17:32:31.773562+00:00,2018-10-10,2021-04-07 04:56:00+00:00,eldridge-cleaver-60621
EmmaBest,Electoral College FBI,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/electoral-college-fbi-30810/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Materials relating to or discussing the Electoral College, members of the Electoral College, or ""faithless electors,"" as well as materials relating to the briefing request from Electoral College members. According to the letter sent by the Electoral College ""Trump’s willingness to disregard conclusions made by the intelligence community and his continuing defense of Russia and Russian President Vladimir Putin demand close scrutiny and deliberation from the Electoral College. The Electors require to know from the intelligence community whether there are ongoing investigations into ties between Donald Trump, his campaign or associates, and Russian government interference in the election, the scope of those investigations, how far those investigations may have reached, and who was involved in those investigations. We further require a briefing on all investigative findings, as these matters directly impact the core factors in our deliberations of whether Mr. Trump is fit to serve as President of the United States."" This has been widely discussed by the media. See http://www.huffingtonpost.com/entry/electoral-college-intelligence-briefing-russia-election_us_584ee466e4b0e05aded4da1b?

I am a member of the news media and request classification as such. I have previously written about the Bureau for AND Magazine, MuckRock and Glomar Disclosure and have an open publishing arrangement with all three outlets. My articles have been widely read, with some reaching over 100,000 readers. As such, as I have a reasonable expectation of publication and my editorial and writing skills are well established. The requested documents will be made freely available to the general public through the non-profit Internet Archive, and this request is not being made for commercial purposes.",1364701-000,FALSE,1647,1528,,,0.00,2016-12-12 05:00:00+00:00,2017-01-11,2017-04-10 00:00:00+00:00,electoral-college-fbi-30810
RoddellThomas,Electronic Harassment Technology & Organized Stalking Request (Federal Bureau of Investigation),Rejected,https://www.muckrock.com/foi/united-states-of-america-10/electronic-harassment-technology-organized-stalking-request-federal-bureau-of-investigation-102216/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"I hereby request copies of the following records for the years 2008-2020 [or all records containing the following information]:
 

Evidence of any city, county, state or federal programs or contractors of any of these agencies listed operating in the City of Mexico, Missouri, Audrain County, and the State of Missouri including, but not limited to;

Grants or Source of Funding for Surveillance Programs, watch programs, Body Area Network programs, medical devices programs or any other tracking programs relating to watching people, individuals or companies, via electronics, microwave devices, sonic devices, in person by persons, or any other means, operating in the Mexico, whether neighborhood watch, CAPS, COPS, federal, state, county or otherwise, through corporate, individual or other sources;

HARDWARE/SOFTWARE. Installations of operational/controlling equipment which operates or controls Installations of or on towers of dishes, transmitters, transponders, in public places or private residences, or handheld transmitters, transponders or devices or any kind transmitting radio or microwave or sonic frequencies, relaying devices or any devices whatsoever, whether installed in city infrastructure, commercial places of business, mobile, in police cars, fire department vehicles, ambulance or any other city vehicle or place of operation or handheld used by city employees, volunteers or others being used in surveillance or used in transmission of frequencies (whether light spectrum or sonic (whether infra or ultra) for any purpose, including the operation of the Body Area Network by city employees, contractors, volunteers, or any person whatsoever for the purpose of tracking or surveillance or interference with any person or business or communication of any kind whatsoever;

Plans, maps, contracts, licenses given to any business or contractors in the City of Mexico to install any installation or device in 3 above, for the purposes of tracking or surveilling, covertly or overtly, legal or illegal, whether between the City, county, state or federal agencies.
 
If any records or information in any form is withheld, please comply with the legal request as to which ones are being withheld or redacted and why they are being withheld or redacted in part or in full.
 
In order to help to determine my status to assess fees, you should know that I am:
-a representative of the news media affiliated with the Citizens Against Harmful Technology newspaper/magazine/ television station/Web site/etc., and this request is made as part of news gathering activity and not for commercial use.
-affiliated with an educational or noncommercial scientific institution, and this request is made for a scholarly or scientific purpose and not for commercial use.
I request a waiver of all fees for this request. Disclosure of the requested information to me is in the public interest because it is likely to contribute significantly to public understanding of the operations or activities of the government and is not primarily in my commercial interest. Therefore, I request waiving any payment of fess in regard to copies of any information requested for copying.
 
If you have any questions regarding this request, please contact me at roddellthomas.2@gmail.com. I look forward to receiving your response within the twenty day statutory time period. Thank you for your consideration of this request.
 
Sincerely,
 
Roddell Thomas",NFP-124139,FALSE,273,252,,,0.00,2020-09-15 23:19:42.656580+00:00,2020-10-14,2020-10-07 10:43:25.139322+00:00,electronic-harassment-technology-organized-stalking-request-federal-bureau-of-investigation-102216
Twoheadedboy,Email metadata of Michael Hutson,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/email-metadata-of-michael-hutson-24559/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"All email metadata belonging to the email account of Michael Hutson, who uses the email address Michael.Hutson@ic.fbi.gov. I am specifically seeking the ""To,"" ""From,"" and ""Date"" fields. I am not seeking the ""Subject"" field at this time. The time frame for which I am seeking records is between his first day as an FBI employee and the date this request is processed.","1347603-000, DOJ-AP-2016- 003316",FALSE,1917,1813,,,0.00,2016-03-17 04:00:00+00:00,2016-04-21,2016-06-29 00:00:00+00:00,email-metadata-of-michael-hutson-24559
hexadecim8,email misuse/abuse - FBI,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/email-misuseabuse-fbi-80944/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Records of official complaints filed as a result of some form of internal email harassment. This may include so-called ""chain emails"" (defined as irrelevant and/or unnecessary emails), or direct harassment from one FBI employee to another. 
Please limit the scope of this FOIA to only emails sent between FBI officials on internal FBI email systems. Do not include any emails sent from external email services to official FBI email accounts.
Where possible, please include the original emails which were the cause of the complaint and include any documented context about the complaint.

Please perform the search over the following dates: January 2013 - January 2018.",1448329-000,FALSE,628,617,,,0.00,2019-09-27 18:43:02.481312+00:00,,2019-10-08 04:56:00+00:00,email-misuseabuse-fbi-80944
jkoebler,Emails and contracts with Carnegie Mellon University,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/emails-and-contracts-with-carnegie-mellon-university-22426/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"I am requesting any documents, memos, budgets, invoices, presentations, meeting notes, and emails sent between members of the Federal Bureau of Investigation and Carnegie Mellon University employees regarding the Tor anonymous browser, ""Operation Onymous,"" the ""dark web,"" ""deep web,"" ""dark net,"" or ""Silk Road."" I am specifically interested in any correspondence sent to or received from Alexander Volynkin and Michael McCord of Carnegie Mellon University (but do not limit your search to this request). Please search between January 1, 2014 and whenever this request is processed.",1339834-000,FALSE,2039,2035,,,0.00,2015-11-16 05:00:00+00:00,2015-12-15,2015-11-20 00:00:00+00:00,emails-and-contracts-with-carnegie-mellon-university-22426
jeaton,Emails and text messages between FBI staff and Principal Deputy Press Secretary Sarah Sanders,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/emails-and-text-messages-between-fbi-staff-and-principal-deputy-press-secretary-sarah-sanders-37570/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"During the White House press briefing on May 11, 2016, Principal Deputy Press Secretary Sarah Sanders said, ""I've heard from countless members of the FBI that are grateful and thankful for the President’s decision."" Later in the same briefing, Sanders elaborated that she had received emails and text messages from FBI staff. 

I am requesting any emails or text messages between FBI staff and Principal Deputy White House Press Secretary Sarah Sanders from May 9, 2017, to the date your office processes this request. This request includes emails and text messages sent or received on private devices or accounts. 

While these records may not appear in the Central Records System, as communications between agency staff and the White House concerning official government business they are clearly agency records subject to the Freedom of Information Act.

As agency records potentially responsive to a Freedom of Information Act request, FBI staff must retain these records.",1373673-000,FALSE,1497,1423,,,0.00,2017-05-11 04:00:00+00:00,2017-06-09,2017-07-03 00:00:00+00:00,emails-and-text-messages-between-fbi-staff-and-principal-deputy-press-secretary-sarah-sanders-37570
Twoheadedboy,Emails between FBI and Boston/MA State police re: Stingrays,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/emails-between-fbi-and-bostonma-state-police-re-stingrays-15983/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"A copy of all emails between the FBI and the Boston Police Department, sent between March 1, 2014, and November 15, 2014, containing any of the following words: ""Stingray"", ""dirtbox"", ""IMSI catcher"" or ""cell site simulator"".

A copy of all emails between the FBI and the Massachusetts State Police, sent between March 1, 2014, and November 15, 2014, containing any of the following words: ""Stingray"", ""dirtbox"", ""IMSI catcher"" or ""cell site simulator"".",1321601-000,FALSE,2324,2253,,,0.00,2015-02-04 05:00:00+00:00,2015-03-05,2015-04-16 00:00:00+00:00,emails-between-fbi-and-bostonma-state-police-re-stingrays-15983
The-Real-Taylor-Amarel,Emails sent to all FBI staff from May 9,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/emails-sent-to-all-fbi-staff-from-may-9-79146/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"- Any emails, memos, or announcements sent out to all FBI staff from May 9, 2019, to the date your office processes this request. These could include, for example, emails to an all-staff list or emails on which all staff were copied.","NFP-112834, DOJ-AP-2019-007335",FALSE,665,524,,,0.00,2019-08-21 10:44:59.405148+00:00,2019-09-19,2020-01-09 13:51:06.049339+00:00,emails-sent-to-all-fbi-staff-from-may-9-79146
cds2148,Emails to Scully and Mulder (FBI),Rejected,https://www.muckrock.com/foi/united-states-of-america-10/emails-to-scully-and-mulder-fbi-24012/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"All messages sent to the following two email addresses, including attachments.

--D_Scully@fbi.gov
--F_Mulder@fbi.gov",NFP-54242,FALSE,1945,1913,,,0.00,2016-02-18 05:00:00+00:00,2016-03-17,2016-03-15 00:00:00+00:00,emails-to-scully-and-mulder-fbi-24012
magpie,Emma FBI FOIA log processing notes,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/emma-fbi-foia-log-processing-notes-62180/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"All records—including processing notes, FBI FOIA negotiation team communications, and agency emails—relating to FBI FOIA request #1350688-000, made by Emma Best on 5/10/2016, for the FBI's log of FOIA requests. The original request in question can also be viewed at https://www.muckrock.com/foi/united-states-of-america-10/fbi-foia-logs-1980-1999-25630/",1419630-000,FALSE,981,786,,,0.00,2018-10-09 20:43:12.272829+00:00,2018-11-06,2019-04-22 18:55:53.533715+00:00,emma-fbi-foia-log-processing-notes-62180
drkboguslaw,Energy Security Metcalf (Federal Bureau of Investigation),Rejected,https://www.muckrock.com/foi/united-states-of-america-10/energy-security-metcalf-federal-bureau-of-investigation-65099/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"*Expedited Processing Requested*

To Whom It May Concern:

This is a request under the Freedom of Information Act. I hereby request the following records:

Any and all documents pertaining to the 16 April 2013 attack on PG&E's Metcalf substation near San Jose, CA including but not limited to the attack's effects on agency policy and incident response.

This request seeks documents including but not limited to: reports, threat and intelligence assessments, slide presentations, meeting minutes, memoranda, and emails.

This request is not meant to be exclusive of any other records which, though not specifically requested, would have a reasonable relationship to the subject matter of this request.

The timeframe for this request encompasses 16 April 2013 up to and including the date that this request is officially processed.
If my request is denied in whole or part, I ask that you justify all deletions by reference to specific exemptions of the act. I will also expect to be provided with all segregable portions of otherwise exempt material. Please separately state your reasons for not invoking your discretionary powers to release the requested documents in the public interest.

I also request that, if appropriate, fees be waived as I believe this request is in the public interest. The requested documents will be made available to the general public free of charge as part of the public information service at MuckRock.com, processed by a representative of the news media/press and is made in the process of news gathering and not for commercial usage.

In the event that fees cannot be waived, I would be grateful if you would inform me of the total charges in advance of fulfilling my request. I would prefer the request filled electronically, by e-mail attachment if available or CD-ROM if not.

Thank you in advance for your anticipated cooperation in this matter. I look forward to receiving your response to this request within 20 business days, as the statute requires.

Sincerely,

Daniel Kaufman",1424232-000,FALSE,922,888,,,0.00,2018-12-07 00:28:02.432207+00:00,2019-01-07,2019-01-10 12:05:57.361512+00:00,energy-security-metcalf-federal-bureau-of-investigation-65099
foiaitall,Eric McDavid Arrest/Investigation,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/eric-mcdavid-arrestinvestigation-106795/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"To Whom It May Concern:

Pursuant to the { law name }, I'm making a request for any and all records at any and all FBI offices, including HQ, field offices, legal attaches, and facilities that maintain records under the FBI’s control.

Please search for any and all records concerning the subject, including but not limited to the following:

- Investigations into the Earth Liberation Front and arrests of Eric McDavid, Lauren Weiner, and Zachary Jenson, including but not limited to the use of an informant ""Anna"" (Zoe Elizabeth Voss)

- Planned arson/terror attacks on the Nimbus Dam, United States Forest Service properties, and cellular towers/electric stations

- Records of supplies to ""Anna"" (Voss) with intent to supply them to McDavid, Jensen, or Weiner

- Briefing/materials provided to ""Anna"" (Voss) in preparation for interaction or activity within anarchist, Marxist, animal rights, or feminist political circles, movements, protests/organizations, including but not limited to literature/""zines"", film, audio, etc

- Any and all audio or video recordings collected by ""Anna"" (Voss) in connection to any of the aforementioned groups/political movements

a) main file and main file equivalents, including all administrative and appendix pages.

b) see references. For each see reference, please release all pages of any see reference, including all administrative and appendix pages.

c) Do Note File records

d) channelized records

e) search records, including search records of any kind used to process this request

f) ELSUR records

g) index cards

h) records that are or were maintained in SAC safes

i) bulky exhibits

j) abstract records

k) “JUNE” mail

Please understand that I am requesting any and all records concerning the subject in any way, including but not limited to those listed in the General Index and any and all other indexes.

I want all records identifiable with my request, even though reports based on those records may have been sent to FBI headquarters or other FBI offices, and even though there may be duplication between sets of files.

Please produce all records with their administrative markings intact, and all reports, memos, and documents to include any and all administrative pages.

In excising material, please blackout rather than white-out or cut out material.

Please note that records responsive to this request may include information concerning other people who are deceased and/or public figures. In that case, the law requires greater disclosure of this information.

Thank you in advance for your anticipated cooperation in this matter.

I look forward to receiving your response to this request within { days }.

Sincerely,

{ name }",,FALSE,156,148,,"anarchists,earth liberation front,eric mcdavid,informants,vegan",0.00,2021-01-11 11:28:26.027009+00:00,2021-02-09,2021-01-19 04:56:00+00:00,eric-mcdavid-arrestinvestigation-106795
galbraith,Erie County Cellular Tracking Requests (FBI),Rejected,https://www.muckrock.com/foi/united-states-of-america-10/erie-county-cellular-tracking-requests-fbi-17253/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"1. Any and all records of requests made by the Federal Bureau of Investigation to the Erie County Sheriff's Office for assistance using cell site simulators, including but not limited to investigations on: November 29, 2010; December 9, 2010; January 11, 2011; February 9, 2011; August 15, 2011; November 10, 2011; and January 15, 2014.

2. Any and all records reflecting the number of investigations in which cell site simulators were used, the number of those investigations that resulted in prosecutions, and the number of those investigations that resulted in convictions.

3. Any and all applications submitted to state or federal courts for warrants, orders, or other authorization (including pen register court orders) for use of cell site simulators in criminal investigations, as well as any warrants, orders, authorizations, denials of warrants, denials of orders, denials of authorization, and returns of warrants associated with those applications.

4. Any and all records regarding the use of cell site simulators in closed investigations.

5. Date and docket number of any responsive records that are sealed.

6. All associated metadata.",AP-2015-03997 ; 1326399-000,FALSE,2260,2149,,"buffalo,cell site simulator,erie county,fbi,stingray",0.00,2015-04-09 04:00:00+00:00,2015-05-07,2015-07-29 00:00:00+00:00,erie-county-cellular-tracking-requests-fbi-17253
jberlinsky,Evidence of Russian Involvement in State-Sponsored Cyberwarfare,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/evidence-of-russian-involvement-in-state-sponsored-cyberwarfare-31446/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"The Federal Bureau of Investigation has asserted, in conjunction with the Central Intelligence Agency, that ample evidence exists of a cyberattack of the Democratic National Committee, such that internal e-mails were compromised and released to WikiLeaks. This purported evidence has been knowingly sensationalized by these departments and the White House, and I request the disclosure of evidence such that an informed cybersecurity expert could reasonably reach an identical conclusion as any of these agencies.",1364728-000,FALSE,1629,1533,,,0.00,2016-12-30 05:00:00+00:00,2017-01-31,2017-04-04 00:00:00+00:00,evidence-of-russian-involvement-in-state-sponsored-cyberwarfare-31446
wmf6267,Expense Reports Zip Code 02906,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/expense-reports-zip-code-02906-52183/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"For the year 2017-2018 please provide all records of expenses reimbursed that occurred within the zip code 02906 for Providence, RI.",,FALSE,1167,1157,,,0.00,2018-04-06 04:00:00+00:00,2018-05-04,2018-04-16 00:00:00+00:00,expense-reports-zip-code-02906-52183
wmf6267,Expense Spending,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/expense-spending-52180/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"For the state of Rhode Island, for the year of 2017-2018, Please produce any records of payments or expense reimbursements made for property rentals or purchases pursuant to FATA, DATA, and FOIA.",,FALSE,1167,1149,,,0.00,2018-04-06 04:00:00+00:00,2018-05-04,2018-04-24 00:00:00+00:00,expense-spending-52180
morisy,Failed iPhone Hacking Techniques,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/failed-iphone-hacking-techniques-24699/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"A copy of emails, other written communications, presentation materials, proposals, and other materials generated by outside parties and submitted to the FBI regarding unlocking the iPhone used by a perpetrator of the San Bernardino shooting.

Please limit this request to materials either submitted or collected between December 2, 2015 and the date that this request is processed.

These materials are believed to exist because Assistant US Attorney Tracy Wilkison stated in a conference call on March 21, 2016 that: ""There have been a lot of people who have reached out to us during this litigation with proposed alternate methods, and one by one they have failed for one reason or the other.""

This was reported at the following web URL:

http://www.theverge.com/2016/3/22/11286126/apple-fbi-court-transcript-suspended-iphone-hack

Please also include any notes evaluating these decryption techniques, as well as any logs or lists tallying proposals submitted to the FBI. Please consider these logs or lists responsive even if they include ideas or proposals not generated by third parties, i.e., if a list of possible ways to decrypt the San Bernardino iPhone includes suggestions generated by the FBI or other federal agencies.",1347409-000,FALSE,1912,1832,,,0.00,2016-03-22 04:00:00+00:00,2016-04-19,2016-06-07 00:00:00+00:00,failed-iphone-hacking-techniques-24699
EmmaBest,Far too ordinary rendition,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/far-too-ordinary-rendition-31355/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Cessna 208, registration N1016 - Now in use in Canada. Previously registered to Pro-Air Leasing, Wilmington, Delaware and Crowell Aviation Technologies.

Beech B200C, registration N157A - Aviation Specialties Inc, Washington DC. Uses Johnston County airfield, NC.

Raytheon Hawker 800XP, registration N168BF - Wells Fargo North West Trust, Salt Lake City

CN-235-300, registration N168D - Devon Holding & Leasing Inc, Lexington, NC

Beech B300, registration N173S - Stevens Express Leasing, Tennessee

CN-235, registration N187D - Devon Holding & Leasing Inc, Lexington, NC

CN-235, registration N196D - Devon Holding & Leasing Inc, Lexington, NC

Gulfstream V, registration N1HC - Operated from 3 June 2006 to 25 August 2007 by the United States Aviation Company, and from 25 August 2007 by Hardesty-Gulfstream LLC.

Lockheed L-100-30 Hercules (C-130), registration N2189M - Previously registered to Tepper Aviation and Rapid Air Transport.

CN-235, registration N219D - Devon Holding & Leasing Inc, Lexington, NC

Learjet 35, registration N221SG - Path Corporation, Rehoboth Beach, Delaware

Gulfstream IV, registration N227SV - Assembly Point Aviation Inc, Glens Falls, NY. Operated by Richmor Aviation

Beech B200C, registration N312ME - Aviation Specialties Washington, DC

Boeing 737, registered as N313P, then N4476S - Operated as N4476S by Keeler & Tate Management and as N313P by Premier Executive Transport Services.

Gulfstream IV, previously registered as N325RC, N331P and N134BR - Previously registered as N331P to Imperial Air and as N134BR to GSCP (NJ) Inc.

Boeing 737, previously registered as N368CE - Previously registered to Premier Aircraft Management, Las Vegas, Nevada and Vision Airlines

Gulfstream V, registered as N379P, N8068V and N44982 - Previously registered as N126CH to N126CH LLC and then Wilmington Trust Company, as N44982 to Bayard Foreign Marketing LLC, as N8068V to Premier Premier Executive Transport Services, and as N379P to Premier Executive Transport Services. 

Raytheon B300C/350C, registration N4009L - Stevens Express Leasing Inc (Cordova TN)

Gulfstream IV, registration N404AC - Cottonwood Aviation, Houston, Texas. Previous owner was Apache Aviation Inc (Houston TX)

Raytheon B200C, registration N4456A - Aviation Specialties Inc, Washington, DC

Raytheon B300C/350C, registration N4466A - Aviation Specialities Inc (Beltsville MD). Previously registered to Stevens Leasing

Raytheon B200C, registration N4489A - Aviation Specialties Inc, Washington DC

Lockheed 382G-44K-30, registered as N4557C and now N3796B - Northcap LLC. Previously registered as N44557C to Rapid Air Transport Inc

Gulfstream IV, registration N475LC - L-3/Braxton, Great Falls, Montana. Operator is Centurion.

Gulfstream IV, registration N478GS - L-3/Braxton, Great Falls, Montana Operator is Centurion

Gulfstream G-1159A, registration N50BH - Crystal Jet Aviation Inc Albany, NY. Operated by Richmond Aviation

De Havilland DHC-8-315, registration N505L - Path Corporation of Rehoboth Beach, DE

Raytheon B200C, registration N5139A - Aviation Specialties Inc, Washington DC

Raytheon B200C, registration N5155A - Aviation Specialties Inc, Washington, DC

Learjet 35, registration N541PA - Phoenix Air Group Inc, Cartersville, GA

Learjet 35, registration N547PA - Phoenix Air Group Inc, Cartersville, GA

Learjet 35A, registration N549PA - CFF Air Inc, 824 Market St Mall Ste 1000 Wilmington, DE

Beech 200C, registration N58AS - Previously registered to Stevens Leasing.

DC-10-30, registration N600GC - Gemini Leasing Inc, Dulles, Virginia

De Havilland DHC-6-300, registration N6161Q - Aviation Specialties Inc, Washington DC

Lockheed 382G-44K-30, registered as N8183J and N2679C - Q2P LLC. Previously registered to Rapid Air Transport and operated by Tepper Aviation, Inc.

Lockheed L100-30, registration N8213G - H S L Company, Great Falls, Montana

Gulfstream G-1159A, registered as N259SK and previously as N829MG - N259SK registered to S & K Aviation, Tampa, FL. Previously registered as N829MG


Boeing 757-23A registered as N226G - L-3 Capital LLC, Helena, MT. Operated by Comco.

Gulfstream IV, registered as N227SV and N85VM - N227SV registered to Assembly Point Aviation Inc, Glens Falls, NY and was operated by Richmor Aviation. Previously registered as N85VM.

LearJet 36, registered as N71PG - Phoenix Air Group Inc, Cartersville, GA

LearJet 35, registered as N54PA - VPC Planes LLC (Wilmington DE). Operated by Phoenix Air Group

Cessna TR182, registered as N1018H - Tepper Aviation

Fairchild SA227-AT, registered as N120JM - Path Corporation, Rehoboth Beach, Delaware

Cessna 208B, registered as N212CP - Path Corporation, Rehoboth Beach, DE

Bell 412, registered as N219MG - Eastern Shore Holdings Inc, Rehohoth Beach, DE

Super Puma AS322L1, registered as N486AE - Eastern Shore Holdings Inc, Rehohoth Beach, DE

Super Puma AS322L1, registered as N588AE - Eastern Shore Holdings Inc, Rehohoth Beach, DE

Bell 412, registered as N719GB - Eastern Shore Holdings Inc, Rehohoth Beach, DE

VS M1-8-MTV-1, registered as N8062Z - Eastern Shore Holdings Inc, Rehohoth Beach, DE

Bell B407, registered as N837DR - Eastern Shore Holdings Inc, Rehohoth Beach, DE

DC3, registered as N845S - Stevens Express Leasing, Inc. Cordova, TN

Casa C-212-DF, registered as N964BW, and now N6369C - Aviation Worldwide Services, Moycock, NC

Casa C-212-DF, registered as N965BW - Aviation Worldwide Services, Moycock, NC

Casa 212-200, registered as N966BW - Aviation Worldwide Services, Moycock, NC

Casa C-212-CD, registered as N967BW - Aviation Worldwide Services, Moycock, NC

Casa C-212-CD, registered as N968BW and now N2357G - Aviation Worldwide Services, Moycock, NC

Gulfstream V, registered as N44982 - Bayard Foreign Marketing LLC

Gulfstream IV, registered as N476LC

Gulfstream G-1159A, registered as N163PA - N163PA LLC 824 Market St Mall Ste 1000 Wilmington DE

Gulfstream G-1159A, registered as N173PA - N173PA LLC 824 Market St Mall Ste 1000 Wilmington, DE

Gulfstream IV, registered as N970SJ - New World Aircraft Giv-1146 LLC, Allentown, PA. Operated by New World Aviation

Boeing 737, registered as N129QS - Wells Fargo Bank, Salt Lake City, Utah

Learjet L35A, registered as N35NK - Aircraft Guaranty Corporation, 515 N. Sam Houston Parkway East, Suite 305, Houston, Texas

Gulfstream IV, registered as N510MG - Wachovia Financial Services, Cleveland, OK

Gulfstream II, registered as N5117H - Now owned by an individual in Indiana

Boeing 727, registered as N521DB

Gulfstream III, registered as N982RK - Operated by Richmor Aviation.

N1HC (Gulfstream IV)
N248AB (Gulfstream IV)
N288KA (Gulfstream III)
N308AB (Gulfstream IV)
N313P-N4476S (Boeing 737)
N379P-N8068V-N44982 (Gulfstream V)
N614RD (Gulfstream IV)
N63MU (Gulfstream IV)
N724CL (Boeing 727)
N733MA (Boeing 737)
N740EH (Boeing 737)
N787WH (Boeing 737)
N829MG-N259SK (Gulfstream III)
N85VM-N227SV (Gulfstream IV)
N88ZL (Boeing 707)
N982RK (Gulfstream III)","1364490-000, DOJ-AP-2017-002394",FALSE,1629,1534,,"aircraft,airplane,central intelligence agency,cia,extraordinary rendition,plane,rendition,torture",0.00,2016-12-30 05:00:00+00:00,2017-01-31,2017-04-04 00:00:00+00:00,far-too-ordinary-rendition-31355
wmf6267,FATA DATA Request,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fata-data-request-51239/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Produce any records of payments made to the following business:
Grayshift, LLC
1475 LAKE FOREST LN
MCDONOUGH, GA, 30253-5598  United States

Years to search: 2016-2018
Produce pursuant to FOIAP, FATA, DATA",1400400-000,FALSE,1189,1161,,,0.00,2018-03-15 04:00:00+00:00,2018-04-12,2018-04-12 00:00:00+00:00,fata-data-request-51239
foiathedead,"Fatima Ali, FBI file",Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fatima-ali-fbi-file-68257/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"A copy of all documents or FBI files pertaining to Fatima Ali, an obituary of whom was published in The New York Times on January 27, 2019 under the headline ""Fatima Ali, Fan Favorite on ‘Top Chef,’ Dies of Cancer at 29"". Please see attached PDF copy of that obituary, which may also be found at https://www.nytimes.com/2019/01/26/obituaries/fatima-ali-dead-chef.html.",1427838-000,FALSE,869,838,,,0.00,2019-01-29 19:42:04.715211+00:00,2019-02-27,2019-03-01 15:51:41.085501+00:00,fatima-ali-fbi-file-68257
HowellONeill,FBI,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-32008/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"All Bureau documents, communications, and legal records involving Signal, the encrypted messenger app available for iOS, Android and Google Chrome on the desktop.",1366065-000,FALSE,1611,1497,,,0.00,2017-01-17 05:00:00+00:00,,,fbi-32008
wmf6267,FBI,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-51242/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"For the offices of David Bowdich, please produce any documents or records containing the following:
Grayshift",1400405-000,FALSE,1189,1161,,,0.00,2018-03-15 04:00:00+00:00,2018-04-12,2018-04-12 00:00:00+00:00,fbi-51242
RobbyD,FBI: 211 Crew,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-211-crew-42536/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Any and all responsive documents mentioning the ""211 Crew"", a white supremacist prison gang that began in Denver, Colorado in 1995.

Here's an article in the Denver Post about the group: http://www.denverpost.com/2013/03/26/211-crew-prison-gangs-violent-culture-roils-behind-beyond-bars/",1383604-000,FALSE,1388,1267,,,0.00,2017-08-28 04:00:00+00:00,2017-09-26,2017-12-18 00:00:00+00:00,fbi-211-crew-42536
